File Name: | myFD: | myX: | myY: 
Merulina scabricula - 1086 | 2.021221185918272 | [6.660278881837354, 6.748212036669727, 6.836145191502101, 6.924078346334475, 7.012011501166848, 7.099944655999221, 7.187877810831595, 7.275810965663968, 7.363744120496341, 7.451677275328715, 7.539610430161089, 7.627543584993462, 7.715476739825835, 7.803409894658208, 7.891343049490582, 7.9792762043229555, 8.06720935915533, 8.155142513987702, 8.243075668820076, 8.331008823652448, 8.418941978484822, 8.506875133317196, 8.594808288149569, 8.682741442981943, 8.770674597814315, 8.858607752646689, 8.946540907479063, 9.034474062311435, 9.12240721714381, 9.210340371976182] | [8.935640333747571, 9.126632622902697, 9.33459133431404, 9.52704712346858, 9.723463354790857, 9.918129829272997, 10.11029844922944, 10.307718566129479, 10.497891165957215, 10.688621213708446, 10.878707351939571, 11.067700298288187, 11.25465978979888, 11.444742979317672, 11.62923185536688, 11.809386390283496, 11.992347105194222, 12.169496831545318, 12.344481498980214, 12.51668113762507, 12.68559334346775, 12.850772478152487, 13.012573064667118, 13.169598046704357, 13.322565781416971, 13.471660169599081, 13.615689168406405, 13.755804077027475, 13.888616027780406, 14.010000281424064]
Merulina scarbricula - 1487 | 1.7358009846266602 | [6.546261918937078, 6.638126693179806, 6.729991467422534, 6.8218562416652615, 6.913721015907989, 7.005585790150716, 7.097450564393444, 7.189315338636172, 7.2811801128789, 7.373044887121628, 7.464909661364355, 7.556774435607083, 7.648639209849811, 7.7405039840925385, 7.832368758335266, 7.924233532577994, 8.016098306820721, 8.107963081063449, 8.199827855306177, 8.291692629548905, 8.383557403791633, 8.47542217803436, 8.567286952277088, 8.659151726519816, 8.751016500762544, 8.842881275005272, 8.934746049247998, 9.026610823490728, 9.118475597733454, 9.210340371976182] | [10.037625011465359, 10.241743910950843, 10.444299071792376, 10.647826772357497, 10.851199429085026, 11.05399628699274, 11.257271635090223, 11.456439765983365, 11.653061250500803, 11.849447700341482, 12.043465476845318, 12.230555480021097, 12.420377248177179, 12.600240849896041, 12.779692770514714, 12.952184597780851, 13.120850233178803, 13.28305774339799, 13.442099195389057, 13.596950237582874, 13.746500186324196, 13.891662938889517, 14.03269478774215, 14.171800127655889, 14.217215271308744, 14.260586687660856, 14.297778052648288, 14.331007852463859, 14.36021457313775, 14.385361219010866]
Millepora - 1381 | 1.853764427036034 | [6.458749905796948, 6.553632335665197, 6.648514765533447, 6.743397195401696, 6.838279625269945, 6.933162055138195, 7.028044485006444, 7.122926914874694, 7.2178093447429434, 7.312691774611193, 7.407574204479443, 7.502456634347692, 7.597339064215942, 7.69222149408419, 7.78710392395244, 7.88198635382069, 7.976868783688939, 8.071751213557189, 8.166633643425438, 8.261516073293688, 8.356398503161937, 8.451280933030187, 8.546163362898437, 8.641045792766686, 8.735928222634936, 8.830810652503185, 8.925693082371435, 9.020575512239684, 9.115457942107932, 9.210340371976182] | [8.452334619067742, 8.642768014324304, 8.831857935197906, 9.02725852623582, 9.214431989879436, 9.402447229504935, 9.592536853144992, 9.779793330189797, 9.96777604241849, 10.154946414830384, 10.341290768556236, 10.528409424100508, 10.712393499078143, 10.894625982899004, 11.079354049239294, 11.262140896288928, 11.442342043514765, 11.621833680093708, 11.800822514312822, 11.97818033669376, 12.148845994067974, 12.319825348072019, 12.48771149443467, 12.648210351306169, 12.805851010618001, 12.95700984598052, 13.104433595238346, 13.240864377484785, 13.309334110012395, 13.358576350542094]
Montipora aequituberculata - 1992 | 0.6167635132140016 | [6.00658751974711, 6.117061756030871, 6.227535992314632, 6.338010228598393, 6.448484464882155, 6.558958701165916, 6.669432937449677, 6.779907173733438, 6.890381410017199, 7.00085564630096, 7.111329882584721, 7.221804118868483, 7.332278355152243, 7.442752591436005, 7.553226827719766, 7.663701064003527, 7.774175300287288, 7.884649536571049, 7.995123772854811, 8.105598009138571, 8.216072245422332, 8.326546481706094, 8.437020717989855, 8.547494954273615, 8.657969190557377, 8.768443426841138, 8.878917663124898, 8.98939189940866, 9.099866135692421, 9.210340371976182] | [9.55824698622306, 9.771897132148531, 9.974039208487072, 10.177324218165856, 10.368761263333154, 10.550695501154628, 10.725115894744613, 10.892582549964887, 11.042457728043182, 11.179311140624536, 11.29772528141033, 11.402217342985807, 11.488878643811676, 11.559742254745137, 11.613123678847328, 11.655145253929522, 11.687550815129713, 11.712644798940604, 11.730718728989102, 11.744108611954145, 11.754042520774586, 11.760527455116812, 11.764151000411394, 11.766349887868245, 11.767451397513106, 11.76795520514676, 11.768319338764577, 11.76858267194453, 11.768783997597195, 11.768830451607734]
Montipora informis - 1490 | 1.5572013401876428 | [6.3699819231136035, 6.467925317901968, 6.5658687126903335, 6.663812107478698, 6.761755502267063, 6.859698897055428, 6.957642291843793, 7.055585686632157, 7.153529081420522, 7.251472476208887, 7.349415870997252, 7.447359265785616, 7.545302660573982, 7.643246055362346, 7.741189450150711, 7.839132844939075, 7.93707623972744, 8.035019634515805, 8.13296302930417, 8.230906424092534, 8.328849818880899, 8.426793213669265, 8.52473660845763, 8.622680003245994, 8.720623398034359, 8.818566792822724, 8.916510187611088, 9.014453582399453, 9.112396977187817, 9.210340371976182] | [9.670924779305427, 9.867912187022208, 10.063350457922596, 10.260462451483859, 10.45380308398853, 10.64830170765649, 10.83716623401151, 11.030395710359086, 11.219520380615352, 11.409729272141778, 11.594680551839147, 11.780483908610355, 11.963376685612475, 12.141470122344515, 12.320833340735687, 12.494973974386683, 12.667851922314718, 12.834259882833386, 12.998164302920275, 13.158764735292603, 13.310435037289965, 13.459007027904772, 13.558889072132516, 13.607591769535492, 13.65092714594703, 13.688835606136237, 13.720427052467388, 13.74902240419418, 13.774515631825542, 13.79601984201869]
Oulophyllia crispa - 1585 | 1.1671307120886856 | [6.188204199947515, 6.292415792086435, 6.396627384225354, 6.500838976364274, 6.605050568503194, 6.709262160642114, 6.813473752781032, 6.917685344919953, 7.021896937058872, 7.126108529197792, 7.230320121336711, 7.334531713475631, 7.43874330561455, 7.54295489775347, 7.647166489892389, 7.751378082031309, 7.855589674170229, 7.959801266309149, 8.064012858448068, 8.168224450586987, 8.272436042725907, 8.376647634864826, 8.480859227003746, 8.585070819142667, 8.689282411281585, 8.793494003420504, 8.897705595559424, 9.001917187698345, 9.106128779837263, 9.210340371976182] | [9.693630345547652, 9.901736019497323, 10.113343209523402, 10.32200049949355, 10.525058169606785, 10.730662877319089, 10.930263645585358, 11.131723608997744, 11.323965925436088, 11.518241310792463, 11.707751842902658, 11.8891059332509, 12.06758039675284, 12.240082691320156, 12.408666490554173, 12.568790295491057, 12.72295986067476, 12.809877552853077, 12.861076532312076, 12.906741467488965, 12.943877654384474, 12.978723927202719, 13.006909876274204, 13.032149787891377, 13.054335040604204, 13.07353021231037, 13.09046602287967, 13.106418937721166, 13.119545410662974, 13.131614453935178]
Oxypora glabra - 1510 | 1.9520431890687453 | [6.428449653459491, 6.524376919615238, 6.620304185770986, 6.716231451926734, 6.8121587180824825, 6.90808598423823, 7.004013250393978, 7.099940516549726, 7.1958677827054744, 7.291795048861222, 7.38772231501697, 7.483649581172719, 7.579576847328466, 7.675504113484214, 7.771431379639963, 7.8673586457957105, 7.963285911951458, 8.059213178107207, 8.155140444262955, 8.251067710418702, 8.34699497657445, 8.442922242730198, 8.538849508885948, 8.634776775041695, 8.730704041197443, 8.82663130735319, 8.922558573508939, 9.018485839664686, 9.114413105820436, 9.210340371976182] | [9.33591519488425, 9.559658319461347, 9.792053072089823, 10.017307188735588, 10.239066533180125, 10.456912789920937, 10.671881342470611, 10.886614164596537, 11.09860627490844, 11.309621304982276, 11.515063178431776, 11.717603574557007, 11.919396733395958, 12.116683899382046, 12.310824475976737, 12.503087283800165, 12.691312733168202, 12.877153137740871, 13.05904224827764, 13.238993748998663, 13.413723178713072, 13.584434376369357, 13.750480182552886, 13.912748877711488, 14.069743390225213, 14.220851658383802, 14.366133459407504, 14.488897790317274, 14.542700163610109, 14.58887919945121]
Oxypora glabra - 1599 | 1.8327968837997746 | [6.634828367913703, 6.7236391266744775, 6.812449885435253, 6.901260644196028, 6.990071402956803, 7.078882161717579, 7.167692920478354, 7.256503679239129, 7.345314437999904, 7.43412519676068, 7.522935955521454, 7.61174671428223, 7.700557473043005, 7.78936823180378, 7.878178990564555, 7.9669897493253305, 8.055800508086106, 8.14461126684688, 8.233422025607656, 8.322232784368431, 8.411043543129207, 8.49985430188998, 8.588665060650756, 8.677475819411532, 8.766286578172307, 8.855097336933083, 8.943908095693857, 9.032718854454632, 9.121529613215408, 9.210340371976182] | [8.757940876678804, 8.94767606249969, 9.133459327640225, 9.327767788852148, 9.509481537516857, 9.69713966113932, 9.878887435667895, 10.06266841688844, 10.246083855865301, 10.416520737844118, 10.598707583257005, 10.772959176432687, 10.944417760863153, 11.11489266867936, 11.289131702314432, 11.45787776318599, 11.62227302180551, 11.787210699179548, 11.951593213906111, 12.11151468273968, 12.266584319791804, 12.42069196862329, 12.570014124140931, 12.716519197457513, 12.858405644039346, 12.997056357433854, 13.129265502839761, 13.199170703023128, 13.240715140193661, 13.279561979023823]
Pachyseris rugosa - 1536 | 1.2706118411907568 | [6.306556957564256, 6.406687420130184, 6.5068178826961125, 6.606948345262041, 6.707078807827969, 6.807209270393899, 6.9073397329598265, 7.007470195525755, 7.107600658091684, 7.207731120657613, 7.3078615832235405, 7.407992045789469, 7.508122508355398, 7.608252970921327, 7.7083834334872545, 7.808513896053183, 7.908644358619112, 8.00877482118504, 8.10890528375097, 8.209035746316898, 8.309166208882827, 8.409296671448756, 8.509427134014683, 8.609557596580611, 8.70968805914654, 8.809818521712469, 8.909948984278397, 9.010079446844326, 9.110209909410255, 9.210340371976182] | [9.704975636343447, 9.910165207289369, 10.11281611481661, 10.309752340814857, 10.509141421812947, 10.69955226710276, 10.887175216396335, 11.078072739967473, 11.264797383461849, 11.445941288988696, 11.629543377689973, 11.803159278958578, 11.980682823237263, 12.149772098911013, 12.315559137628568, 12.477045899918691, 12.632943670142613, 12.782000381586402, 12.913581206025148, 12.964913929285482, 13.01121279830086, 13.052711002778697, 13.08683567667847, 13.117706551200953, 13.144928851189436, 13.168265565859672, 13.190023895035274, 13.208711701289491, 13.225199709990848, 13.239858371580748]
Pachyseris speciosa - 1539 (X) | 1.8483555420081483 | [6.621561143291644, 6.710829392556628, 6.800097641821612, 6.889365891086595, 6.978634140351581, 7.067902389616564, 7.157170638881548, 7.246438888146533, 7.335707137411516, 7.4249753866765005, 7.514243635941485, 7.603511885206469, 7.692780134471453, 7.782048383736437, 7.871316633001421, 7.960584882266406, 8.049853131531389, 8.139121380796373, 8.228389630061358, 8.317657879326342, 8.406926128591326, 8.49619437785631, 8.585462627121293, 8.674730876386278, 8.763999125651262, 8.853267374916246, 8.94253562418123, 9.031803873446215, 9.1210721227112, 9.210340371976182] | [8.823206220552741, 9.008224187854049, 9.186355009225672, 9.368539986649727, 9.551515816867964, 9.729669736233394, 9.90098442231801, 10.079623350242997, 10.256360277191787, 10.42694308220214, 10.603337221155746, 10.776411387705071, 10.9492087798385, 11.118340947958275, 11.288218191679835, 11.455338724117242, 11.623813674737871, 11.787453906476966, 11.952212121553904, 12.114494493040525, 12.272857080214742, 12.432419062190766, 12.585248533815369, 12.738557994647204, 12.885592392975218, 13.031087648248286, 13.17137827822335, 13.307768508426179, 13.437108421655797, 13.527889816965015]
Pachyseris speciosa - 1572 | 1.8143840515621041 | [6.529756828243717, 6.622190743544836, 6.714624658845955, 6.807058574147075, 6.899492489448194, 6.991926404749314, 7.0843603200504335, 7.1767942353515535, 7.269228150652673, 7.361662065953793, 7.454095981254912, 7.546529896556031, 7.638963811857151, 7.731397727158271, 7.82383164245939, 7.916265557760509, 8.008699473061629, 8.101133388362749, 8.193567303663867, 8.286001218964987, 8.378435134266107, 8.470869049567227, 8.563302964868345, 8.655736880169465, 8.748170795470585, 8.840604710771705, 8.933038626072824, 9.025472541373944, 9.117906456675064, 9.210340371976182] | [9.143345503151904, 9.336356092559043, 9.529593783265282, 9.72016549540859, 9.907379967251472, 10.086392272590663, 10.276773762280058, 10.460385364404502, 10.644400563290736, 10.825362662704183, 11.004147742821537, 11.183671116607488, 11.362555960812962, 11.536788465234755, 11.712431846518284, 11.886211674714158, 12.056237639770519, 12.225875272826354, 12.394086304860645, 12.558678321215897, 12.719312353049764, 12.878601215970487, 13.033346354086449, 13.186049660490195, 13.333424630837873, 13.475626708404016, 13.610997378495776, 13.726603931578127, 13.789503281582034, 13.837846248854094]
Pavona cactus - 1543 | 1.948445652172216 | [6.6052216989586885, 6.695053377338603, 6.784885055718516, 6.874716734098429, 6.964548412478343, 7.054380090858257, 7.14421176923817, 7.234043447618084, 7.323875125997997, 7.413706804377911, 7.503538482757825, 7.593370161137738, 7.683201839517651, 7.773033517897566, 7.862865196277479, 7.952696874657392, 8.042528553037306, 8.13236023141722, 8.222191909797134, 8.312023588177047, 8.40185526655696, 8.491686944936873, 8.581518623316787, 8.671350301696702, 8.761181980076614, 8.851013658456528, 8.940845336836443, 9.030677015216355, 9.12050869359627, 9.210340371976182] | [8.462948176563842, 8.647870515057853, 8.835355971121606, 9.020873347021357, 9.202509792860994, 9.383705270727246, 9.565914710470881, 9.748703338735261, 9.928765359720396, 10.110054467445536, 10.288443784012753, 10.467351447331982, 10.643732990607813, 10.824467273896415, 10.997422251653127, 11.176249207538184, 11.348934864860997, 11.524251087300144, 11.697502808895521, 11.86966940652857, 12.042335327039059, 12.212407537663042, 12.381478678448937, 12.549715539994995, 12.715396141667142, 12.881244228757781, 13.044870915088975, 13.206562971702118, 13.366483768318327, 13.52583316284623]
Pavona frondifera - 1564 | 1.891213537564079 | [6.574686127733805, 6.665570756845611, 6.756455385957417, 6.847340015069222, 6.9382246441810285, 7.0291092732928355, 7.119993902404642, 7.210878531516448, 7.301763160628254, 7.392647789740059, 7.4835324188518655, 7.5744170479636725, 7.665301677075479, 7.756186306187285, 7.847070935299091, 7.937955564410896, 8.028840193522703, 8.11972482263451, 8.210609451746315, 8.301494080858122, 8.392378709969927, 8.483263339081734, 8.57414796819354, 8.665032597305347, 8.755917226417152, 8.846801855528959, 8.937686484640764, 9.028571113752571, 9.119455742864377, 9.210340371976182] | [8.432724034789787, 8.62622695244036, 8.80792062205398, 8.996156562033445, 9.174609562020384, 9.358329249689632, 9.54072267395999, 9.718542557535459, 9.904986428659864, 10.077230753555211, 10.262489786233951, 10.437844138828483, 10.617515210675428, 10.793619096924486, 10.96590255289235, 11.14265856751203, 11.314913454293624, 11.487299917331256, 11.656185629252027, 11.826304523509195, 11.992644248902534, 12.158210300803134, 12.321898211035764, 12.482794877745613, 12.639875746270063, 12.795044718669356, 12.949235429578179, 13.095419632916782, 13.240299290263286, 13.378399972020564]
Pectinia paeonia - 1549 (X) | 1.9377492361352395 | [6.80478830704496, 6.887738378249485, 6.97068844945401, 7.053638520658534, 7.13658859186306, 7.219538663067585, 7.302488734272109, 7.3854388054766344, 7.46838887668116, 7.551338947885684, 7.634289019090209, 7.7172390902947345, 7.800189161499259, 7.883139232703784, 7.966089303908309, 8.049039375112834, 8.131989446317359, 8.214939517521884, 8.297889588726408, 8.380839659930933, 8.463789731135458, 8.546739802339983, 8.629689873544509, 8.712639944749034, 8.795590015953557, 8.878540087158083, 8.961490158362608, 9.044440229567133, 9.127390300771658, 9.210340371976182] | [8.977146484808472, 9.161885151706779, 9.341193180394946, 9.519661619531444, 9.693815353719375, 9.873698223725375, 10.043814552627406, 10.217750697217822, 10.389149202638569, 10.557348017764696, 10.727048771818007, 10.896294782307262, 11.06024295525295, 11.226043072689011, 11.388721861510922, 11.551049423061338, 11.712120526765808, 11.87179499903348, 12.02805182728791, 12.18497157562212, 12.340096416916376, 12.489761756711975, 12.638319239922733, 12.785073606693171, 12.931001883223288, 13.074890145698554, 13.215888328271681, 13.355203762097402, 13.492291113853936, 13.61798967440989]
Pectinia paeonia - 1573 | 1.8907932300902337 | [6.705045405442453, 6.791434887047064, 6.877824368651676, 6.964213850256287, 7.0506033318608985, 7.136992813465509, 7.223382295070121, 7.309771776674732, 7.396161258279344, 7.482550739883955, 7.568940221488567, 7.6553297030931775, 7.741719184697789, 7.828108666302401, 7.914498147907012, 8.000887629511624, 8.087277111116235, 8.173666592720846, 8.260056074325458, 8.34644555593007, 8.43283503753468, 8.519224519139291, 8.605614000743904, 8.692003482348515, 8.778392963953126, 8.864782445557738, 8.951171927162349, 9.03756140876696, 9.123950890371571, 9.210340371976182] | [9.091669442258505, 9.270211769013573, 9.457747175426071, 9.645429005150419, 9.824444345195674, 10.011310035064874, 10.190281730926614, 10.368384414413704, 10.548573053517297, 10.719582187930941, 10.895516355801455, 11.068152839941444, 11.240394696285792, 11.40818697803464, 11.576472870114568, 11.742337329297188, 11.90521752150146, 12.067459792698676, 12.229080913579093, 12.386938977331, 12.541673073665352, 12.694539156975065, 12.843749398564045, 12.989076526305661, 13.133198465259417, 13.272538737536863, 13.407325754836144, 13.538840958363714, 13.66656845657746, 13.755931451905713]
Platygyra verweyi - 1993 | 1.7945478574813822 | [6.117684821022914, 6.224328115883371, 6.330971410743829, 6.437614705604287, 6.544258000464744, 6.650901295325202, 6.757544590185659, 6.864187885046117, 6.9708311799065745, 7.0774744747670315, 7.184117769627489, 7.290761064487947, 7.397404359348404, 7.504047654208862, 7.61069094906932, 7.717334243929777, 7.823977538790235, 7.930620833650692, 8.03726412851115, 8.143907423371607, 8.250550718232065, 8.357194013092522, 8.46383730795298, 8.570480602813438, 8.677123897673894, 8.783767192534352, 8.89041048739481, 8.997053782255268, 9.103697077115726, 9.210340371976182] | [9.713053175631623, 9.918080554839028, 10.133209419210461, 10.346826313072373, 10.563000387097086, 10.76981042703236, 10.983851006147441, 11.193656401558636, 11.402127973487557, 11.609779906334111, 11.815818757970707, 12.022924747410249, 12.228020030012997, 12.431038535376421, 12.633605786820015, 12.832110001984654, 13.03297681826515, 13.225775195583962, 13.419200414984852, 13.610361627938946, 13.798810891501855, 13.981026691355666, 14.158206955673302, 14.332792494814317, 14.50199559565067, 14.665555926206949, 14.822047396112305, 14.902639160791091, 14.952482933142518, 14.994235090349772]
Polyphyllia talpina - 2502 | 1.5093975162250253 | [5.853904752178524, 5.969643911481891, 6.085383070785259, 6.201122230088626, 6.316861389391994, 6.432600548695361, 6.548339707998729, 6.664078867302097, 6.779818026605464, 6.895557185908832, 7.011296345212199, 7.127035504515567, 7.242774663818935, 7.358513823122302, 7.47425298242567, 7.589992141729037, 7.7057313010324044, 7.821470460335772, 7.93720961963914, 8.052948778942508, 8.168687938245874, 8.284427097549242, 8.40016625685261, 8.515905416155977, 8.631644575459346, 8.747383734762712, 8.86312289406608, 8.978862053369449, 9.094601212672815, 9.210340371976182] | [10.044509570248016, 10.281136006647518, 10.516860739315725, 10.752847570927493, 10.986732364073116, 11.222492946841518, 11.455020890468697, 11.684000684791101, 11.913391431500074, 12.139329028287563, 12.363251592666929, 12.58332687587162, 12.800410029765137, 13.01381556548781, 13.225206928161871, 13.431336674523601, 13.630383870467426, 13.824791357800871, 14.013299377535597, 14.194231884606095, 14.367547988263944, 14.489325060784447, 14.549416211026994, 14.59928743648804, 14.641677000031986, 14.678011407883828, 14.709360569833645, 14.735767812774919, 14.7591884153077, 14.779040156129177]
Porites cylindrica - 1376 | 1.8883530992061783 | [6.401208471370226, 6.4980750886325005, 6.594941705894774, 6.691808323157049, 6.788674940419323, 6.885541557681598, 6.982408174943872, 7.079274792206146, 7.17614140946842, 7.273008026730695, 7.369874643992969, 7.466741261255244, 7.5636078785175185, 7.660474495779793, 7.757341113042067, 7.854207730304341, 7.951074347566616, 8.04794096482889, 8.144807582091165, 8.241674199353438, 8.338540816615714, 8.435407433877987, 8.532274051140261, 8.629140668402536, 8.72600728566481, 8.822873902927086, 8.91974052018936, 9.016607137451633, 9.113473754713908, 9.210340371976182] | [8.842604480678025, 9.03884005381381, 9.239704980606087, 9.438670449977693, 9.63717550582054, 9.829625703937673, 10.027164297229726, 10.220740563078143, 10.4160117329377, 10.608859702718643, 10.799269407778743, 10.993075914439594, 11.180608582892493, 11.371166028932267, 11.558911701806926, 11.745226954069203, 11.932280328917013, 12.112607762118735, 12.29580822517461, 12.475779120649618, 12.65404472778277, 12.828027215521644, 13.001200887820717, 13.170515242666255, 13.336580809181847, 13.498737413867937, 13.656051647710783, 13.808579594231023, 13.952955906062275, 14.04453279589031]
Porites lutea - 1498 (X) | 1.6751427065819 | [6.1841919865246595, 6.288541930850574, 6.392891875176488, 6.497241819502403, 6.601591763828318, 6.705941708154232, 6.810291652480148, 6.914641596806062, 7.018991541131976, 7.123341485457891, 7.227691429783805, 7.33204137410972, 7.436391318435635, 7.540741262761549, 7.645091207087464, 7.749441151413379, 7.853791095739293, 7.9581410400652075, 8.062490984391122, 8.166840928717036, 8.27119087304295, 8.375540817368867, 8.479890761694781, 8.584240706020696, 8.68859065034661, 8.792940594672524, 8.897290538998439, 9.001640483324353, 9.10599042765027, 9.210340371976182] | [9.298351249298896, 9.507774735870642, 9.71250862865099, 9.914823062199874, 10.12414802355653, 10.32554753421613, 10.52430594648344, 10.725555513162913, 10.925704639950524, 11.123358312014837, 11.3223217052238, 11.517534825527127, 11.711185985565686, 11.903710005608442, 12.092853554217529, 12.28220927285653, 12.468744554977787, 12.652039696947668, 12.832390683481167, 13.010796978358316, 13.18180706690048, 13.349328417519954, 13.51247387112339, 13.66829278986937, 13.818743326931289, 13.88970388361814, 13.943938952412893, 13.989991456979068, 14.029521332137186, 14.06382816693119]
Porites lutea - 1557 | 1.8644362405295656 | [6.5823938900475385, 6.673012734251975, 6.76363157845641, 6.854250422660846, 6.9448692668652825, 7.035488111069719, 7.126106955274155, 7.21672579947859, 7.3073446436830265, 7.397963487887463, 7.488582332091899, 7.579201176296334, 7.6698200205007705, 7.760438864705207, 7.851057708909643, 7.941676553114078, 8.032295397318515, 8.12291424152295, 8.213533085727386, 8.304151929931823, 8.394770774136258, 8.485389618340694, 8.576008462545131, 8.666627306749566, 8.757246150954003, 8.847864995158439, 8.938483839362874, 9.029102683567311, 9.119721527771746, 9.210340371976182] | [8.710784340468424, 8.892336539638013, 9.072341873818893, 9.258654232254733, 9.439625028047155, 9.619000370980867, 9.801233318497372, 9.980957723303026, 10.157354276493178, 10.332669187261608, 10.507530258013253, 10.692081267240086, 10.865516176084137, 11.038753158852273, 11.214869772090887, 11.385307979246239, 11.554719786627206, 11.726018680430936, 11.891622140797683, 12.056545427678044, 12.219891720755554, 12.383226707122395, 12.542448448930424, 12.697385120097158, 12.851378461667819, 13.00019574343012, 13.14416596423184, 13.287813407028036, 13.426299140059399, 13.551293678464816]
Psammocora digitata - 1087 | 1.9099071672824546 | [6.805361954155678, 6.88829224442535, 6.971222534695023, 7.054152824964696, 7.137083115234368, 7.220013405504041, 7.302943695773713, 7.385873986043386, 7.468804276313058, 7.551734566582732, 7.634664856852404, 7.7175951471220765, 7.800525437391749, 7.883455727661421, 7.966386017931094, 8.049316308200767, 8.13224659847044, 8.215176888740112, 8.298107179009785, 8.381037469279457, 8.46396775954913, 8.546898049818802, 8.629828340088475, 8.712758630358147, 8.79568892062782, 8.878619210897492, 8.961549501167164, 9.044479791436837, 9.127410081706511, 9.210340371976182] | [8.738254576526122, 8.903135633035538, 9.070388411548738, 9.234447447319416, 9.40426106461349, 9.568014816247999, 9.730205020392843, 9.894850359140465, 10.053199825764455, 10.21968419288611, 10.381924273100115, 10.544656994003361, 10.705937467986523, 10.86708162952615, 11.025490793994813, 11.18691827819678, 11.34438846314689, 11.501824071899055, 11.661388572607851, 11.816749059278203, 11.97258831214664, 12.126953677744213, 12.27848167529824, 12.433295863675326, 12.58262717458807, 12.73222323977389, 12.87954249094455, 13.02327426642516, 13.167717167808314, 13.315506172829867]
