File Name:,File number:,Surface Area (mm^2),myFD,FileFD,minScale,boundVolume,SA_BoundVolume_Ratio,numVertices,boundLength,boundWidth,boundHeight,myX,myY
1029,1029,59996.87075,1.972058013,2.15171956,0.5219583976,6615335.155,0.009069362222,138260,179.513061,204.441834,180.254465,"[1.5910176519314847, 2.012551890070546, 2.434086128209608, 2.8556203663486697, 3.2771546044877313, 3.698688842626793, 4.120223080765855, 4.541757318904916, 4.963291557043979, 5.3848257951830405, 5.806360033322101, 6.227894271461163, 6.6494285096002255, 7.070962747739287, 7.492496985878348, 7.91403122401741, 8.335565462156472, 8.757099700295534, 9.178633938434595, 9.600168176573657, 10.021702414712719, 10.44323665285178, 10.864770890990842, 11.286305129129904, 11.707839367268965, 12.129373605408027, 12.550907843547089, 12.972442081686152, 13.393976319825212, 13.815510557964274]","[0.0, 1.0986122886681098, 2.0794415416798357, 3.295836866004329, 4.356708826689592, 5.351858133476067, 6.373319789577012, 7.315218389752975, 8.220672170297252, 9.113388845899733, 9.986172919154736, 10.835316931890924, 11.659930676636616, 12.455714008350595, 13.216261651848306, 13.912208864783434, 14.41090873721087, 14.564303397616346, 14.653050680379682, 14.707000681416718, 14.741088034230161, 14.762784320104027, 14.776711555976089, 14.785790108035265, 14.791803412059835, 14.79567033692825, 14.798258094892356, 14.799933471037736, 14.801028800462133, 14.801758229795333]"
Acropora grandus,1056,14714.56308,2.069766011,2.046806977,0.135912,963219.2985,0.0152764413,518480,97.78877,171.64353,57.38637,"[2.8579484602998555, 3.235795429184835, 3.613642398069815, 3.9914893669547955, 4.369336335839775, 4.747183304724755, 5.125030273609735, 5.502877242494715, 5.880724211379695, 6.258571180264675, 6.636418149149654, 7.014265118034635, 7.392112086919615, 7.769959055804595, 8.147806024689576, 8.525652993574555, 8.903499962459534, 9.281346931344515, 9.659193900229495, 10.037040869114474, 10.414887837999455, 10.792734806884434, 11.170581775769415, 11.548428744654395, 11.926275713539374, 12.304122682424353, 12.681969651309334, 13.059816620194315, 13.437663589079294, 13.815510557964274]","[1.0986122886681098, 2.302585092994046, 2.772588722239781, 3.4011973816621555, 4.442651256490317, 5.241747015059643, 6.154858094016418, 6.977281341630747, 7.784057002639929, 8.574895901544526, 9.347926034928745, 10.093487885257083, 10.81371996982632, 11.514424341093964, 12.167040714556416, 12.708355886818351, 12.87685662331685, 12.97367773700813, 13.035283634441436, 13.07606600364956, 13.102829833901858, 13.12054973374649, 13.132767070819693, 13.140880865537323, 13.146450928933389, 13.150159461922886, 13.15285572433992, 13.15467373046135, 13.155916134925068, 13.156679776352313]"
Acropora hyacinthus,1991,89733.84145,2.229887612,2.379576573,0.130682,2579738.452,0.03478408494,8079703,136.65272,130.07377,145.1335,"[2.0396535279335084, 2.445717563451811, 2.851781598970113, 3.2578456344884152, 3.663909670006717, 4.06997370552502, 4.476037741043322, 4.882101776561624, 5.288165812079926, 5.694229847598229, 6.100293883116531, 6.5063579186348335, 6.912421954153135, 7.318485989671438, 7.72455002518974, 8.130614060708043, 8.536678096226344, 8.942742131744646, 9.34880616726295, 9.75487020278125, 10.160934238299554, 10.566998273817855, 10.973062309336157, 11.37912634485446, 11.785190380372763, 12.191254415891065, 12.597318451409368, 13.003382486927668, 13.40944652244597, 13.815510557964274]","[0.0, 0.0, 2.1972245773362196, 3.044522437723423, 3.9889840465642745, 4.997212273764115, 6.054439346269371, 7.142036574706803, 8.177796683277778, 9.141526055975824, 10.038236953087743, 10.881042701514057, 11.68870902892443, 12.466465737744285, 13.204011564836026, 13.889833864074832, 14.52127085764156, 15.040424165148186, 15.498148559122056, 15.654883626464784, 15.745960381128873, 15.802269352613271, 15.837716315164071, 15.860659264530495, 15.875731435474535, 15.885517483287359, 15.89201391239639, 15.89634824957307, 15.899229812171727, 15.901142772823288]"
Acropora muricata,1358,16573.82751,1.972548793,1.954894589,0.078176,1615527.349,0.01025908198,1945745,97.91139,119.08469,138.555946,"[2.3236923930056643, 2.7199619849007886, 3.1162315767959132, 3.5125011686910375, 3.908770760586162, 4.305040352481287, 4.701309944376411, 5.097579536271535, 5.49384912816666, 5.890118720061785, 6.286388311956909, 6.682657903852033, 7.078927495747158, 7.475197087642282, 7.871466679537407, 8.26773627143253, 8.664005863327656, 9.06027545522278, 9.456545047117904, 9.85281463901303, 10.249084230908153, 10.645353822803278, 11.041623414698403, 11.437893006593526, 11.834162598488652, 12.230432190383777, 12.6267017822789, 13.022971374174025, 13.41924096606915, 13.815510557964274]","[0.6931471805599453, 1.791759469228055, 2.1972245773362196, 3.295836866004329, 3.9889840465642745, 4.770684624465665, 5.493061443340548, 6.251903883165888, 7.086737934510577, 7.9287663216266955, 8.748463629942055, 9.572132202294377, 10.370674719272289, 11.155021194290347, 11.91813720765075, 12.65406070071823, 13.346376950140119, 13.964833603494654, 14.181776659350238, 14.290248587230709, 14.356671963598345, 14.399338285494022, 14.426342951632462, 14.444907706447431, 14.45688011634258, 14.464879817053287, 14.47028118896457, 14.473886153306681, 14.476311184109937, 14.477917048127944]"
Acropora secale,1600,4513.191462,1.942607989,2.054659746,0.145595,83251.75155,0.05421136947,156217,30.25526,85.51796,32.17623,"[3.498085225323888, 3.853858512656315, 4.209631799988742, 4.56540508732117, 4.921178374653596, 5.276951661986024, 5.632724949318451, 5.988498236650878, 6.344271523983305, 6.700044811315732, 7.055818098648159, 7.411591385980587, 7.767364673313014, 8.12313796064544, 8.478911247977868, 8.834684535310295, 9.190457822642722, 9.54623110997515, 9.902004397307575, 10.257777684640002, 10.61355097197243, 10.969324259304857, 11.325097546637284, 11.680870833969712, 12.036644121302139, 12.392417408634566, 12.748190695966994, 13.10396398329942, 13.459737270631846, 13.815510557964274]","[1.9459101490553132, 2.772588722239781, 3.295836866004329, 4.007333185232471, 4.68213122712422, 5.327876168789581, 6.150602768446279, 6.840546529288687, 7.584773077612199, 8.30844552038576, 8.997270906233448, 9.67464026580524, 10.324005463270584, 10.921377736125875, 11.481816561942988, 11.64982243767105, 11.744251448691996, 11.817803830000262, 11.862306875641476, 11.89263506247868, 11.912298722041978, 11.926074310746237, 11.936400745213016, 11.943005133842313, 11.947929957655687, 11.951044902851647, 11.953648315822207, 11.955076023886246, 11.95652094843966, 11.957309958785837]"
Acropora solitaryensis,1496,83163.5733,2.300550614,2.228564769,0.197324,3664501.811,0.02269437364,2383758,131.83115,188.58703,147.39579,"[2.02623334189447, 2.4327601424486014, 2.8392869430027323, 3.2458137435568633, 3.6523405441109946, 4.058867344665126, 4.465394145219257, 4.871920945773388, 5.27844774632752, 5.684974546881651, 6.0915013474357815, 6.4980281479899125, 6.904554948544044, 7.311081749098176, 7.717608549652306, 8.124135350206437, 8.53066215076057, 8.9371889513147, 9.343715751868832, 9.750242552422963, 10.156769352977093, 10.563296153531226, 10.969822954085355, 11.376349754639488, 11.782876555193619, 12.18940335574775, 12.595930156301883, 13.002456956856014, 13.408983757410143, 13.815510557964274]","[0.0, 0.6931471805599453, 2.0794415416798357, 3.258096538021482, 4.2626798770413155, 5.313205979041787, 6.280395838960195, 7.271008538280992, 8.21959545417708, 9.125326997649227, 9.977341921106609, 10.799453120615684, 11.603442357122285, 12.381411546896244, 13.127486233143069, 13.821497599808398, 14.305182614325277, 14.448982572082347, 14.533795617822314, 14.586480445356848, 14.620383801031343, 14.642193818637756, 14.656377929864425, 14.665867876290628, 14.67211073164871, 14.676219232894843, 14.678874240547199, 14.680703344790006, 14.681842683306012, 14.682632894148473]"
Acropora solitaryensis,2510,14327.61323,1.912711856,2.190500699,0.1528863113,577778.8934,0.02479774424,292148,90.303162,74.614334,85.750458,"[2.449217936038234, 2.8411590609322355, 3.233100185826237, 3.6250413107202384, 4.01698243561424, 4.408923560508241, 4.800864685402242, 5.192805810296244, 5.584746935190245, 5.976688060084247, 6.368629184978248, 6.76057030987225, 7.152511434766251, 7.544452559660252, 7.936393684554255, 8.328334809448256, 8.720275934342258, 9.112217059236258, 9.50415818413026, 9.896099309024262, 10.288040433918264, 10.679981558812264, 11.071922683706266, 11.463863808600268, 11.855804933494268, 12.24774605838827, 12.63968718328227, 13.031628308176273, 13.423569433070275, 13.815510557964274]","[2.0794415416798357, 2.1972245773362196, 3.044522437723423, 3.6635616461296463, 4.48863636973214, 5.262690188904886, 6.054439346269371, 6.90975328164481, 7.7706452341291765, 8.604654467186231, 9.416622566214981, 10.213872454394023, 10.997438996322042, 11.760012079740347, 12.494693027631739, 13.179911270942767, 13.786436987978515, 14.02325779192443, 14.132322942810683, 14.199747943810626, 14.243255614430154, 14.27099935485176, 14.289803101653403, 14.301972994873278, 14.310428726392365, 14.31595488202336, 14.319693971008878, 14.322141395905383, 14.32393590336557, 14.324948819788592]"
Acropora vaughani,1383,8135.187037,1.89954449,1.935982668,0.099828,631139.1433,0.01288968863,542931,74.58738,124.71985,67.84599,"[2.690514995405785, 3.074135532045733, 3.4577560686856805, 3.841376605325629, 4.224997141965576, 4.608617678605524, 4.9922382152454725, 5.375858751885421, 5.759479288525369, 6.143099825165316, 6.526720361805264, 6.910340898445212, 7.29396143508516, 7.677581971725108, 8.061202508365056, 8.444823045005004, 8.828443581644953, 9.2120641182849, 9.595684654924847, 9.979305191564796, 10.362925728204743, 10.746546264844692, 11.13016680148464, 11.513787338124587, 11.897407874764536, 12.281028411404483, 12.664648948044432, 13.04826948468438, 13.431890021324328, 13.815510557964274]","[1.3862943611198906, 2.1972245773362196, 2.5649493574615367, 3.367295829986474, 4.04305126783455, 4.795790545596741, 5.493061443340548, 6.214608098422191, 7.026426808699636, 7.806696372521179, 8.579604451537634, 9.339436945310593, 10.090921021216259, 10.819098053105419, 11.52092339608129, 12.178022904083416, 12.74420794219974, 12.91552861192616, 13.01585998669131, 13.080340662307554, 13.120543722836688, 13.148177312297308, 13.16681844431753, 13.17901210582117, 13.187332430849564, 13.193116299093816, 13.196706179126286, 13.199494774399444, 13.201137588568555, 13.202253458046338]"
Echinopora gemmacea,1577,20739.93974,2.197871954,2.24938541,0.067652,469056.9477,0.04421625102,5239758,86.00041,66.87729,81.55421,"[2.7048958313615903, 3.08802047710651, 3.4711451228514303, 3.854269768596351, 4.237394414341271, 4.620519060086191, 5.003643705831111, 5.386768351576031, 5.769892997320952, 6.153017643065871, 6.536142288810791, 6.919266934555711, 7.302391580300632, 7.685516226045552, 8.068640871790473, 8.451765517535392, 8.834890163280312, 9.218014809025233, 9.601139454770152, 9.984264100515073, 10.367388746259993, 10.750513392004914, 11.133638037749833, 11.516762683494752, 11.899887329239673, 12.283011974984593, 12.666136620729514, 13.049261266474435, 13.432385912219354, 13.815510557964274]","[0.0, 1.6094379124341003, 2.0794415416798357, 2.9444389791664403, 4.007333185232471, 4.787491742782046, 5.723585101952381, 6.660575149839686, 7.563200592358071, 8.430545384690566, 9.257319373170178, 10.084975428581505, 10.900602225303203, 11.708171473387154, 12.49523986460555, 13.239273142982476, 13.943270326765546, 14.560097722152378, 15.048190928546775, 15.20592317740539, 15.298850637424385, 15.357431651866218, 15.396206550417647, 15.420250451971482, 15.436970712765664, 15.448083773450493, 15.455699765221423, 15.460903086427725, 15.4643410918515, 15.466764658544326]"
Fungia repanda,1030,154825.6877,2.304729686,2.270685226,0.21464,5791416.426,0.02673364792,3759520,159.04133,206.40605,176.42185,"[1.8385911734327842, 2.2515883935890426, 2.6645856137453006, 3.077582833901559, 3.4905800540578173, 3.9035772742140753, 4.316574494370334, 4.729571714526592, 5.14256893468285, 5.555566154839108, 5.968563374995367, 6.381560595151625, 6.794557815307884, 7.207555035464142, 7.6205522556204, 8.033549475776658, 8.446546695932916, 8.859543916089175, 9.272541136245433, 9.685538356401691, 10.09853557655795, 10.511532796714208, 10.924530016870467, 11.337527237026725, 11.750524457182983, 12.163521677339242, 12.576518897495498, 12.989516117651757, 13.402513337808015, 13.815510557964274]","[0.0, 1.0986122886681098, 2.3978952727983707, 3.332204510175204, 4.30406509320417, 5.288267030694535, 6.338594078203183, 7.366445148327599, 8.297045149081827, 9.206332350578643, 10.113424276363055, 11.008959592551948, 11.895933626190695, 12.751945864013576, 13.544901901701781, 14.259478814145158, 14.749152680012008, 14.901695276621075, 14.98917002045525, 15.043118928599078, 15.076783216127051, 15.098400267254855, 15.112380633370245, 15.12183595869123, 15.127978061260261, 15.131937826291384, 15.134638147119263, 15.136387878828321, 15.137563420497695, 15.138370055359303]"
Galaxea astreata,1493,9786.858744,2.02835597,2.185216729,0.1967460422,343925.6868,0.0284563181,176167,71.099102,85.691562,56.449804,"[2.7947050143955035, 3.1747327917599435, 3.554760569124384, 3.9347883464888245, 4.314816123853265, 4.6948439012177055, 5.074871678582145, 5.454899455946586, 5.834927233311026, 6.2149550106754665, 6.594982788039907, 6.9750105654043475, 7.355038342768788, 7.735066120133228, 8.115093897497669, 8.495121674862109, 8.87514945222655, 9.25517722959099, 9.635205006955431, 10.01523278431987, 10.39526056168431, 10.77528833904875, 11.155316116413191, 11.535343893777632, 11.915371671142072, 12.295399448506513, 12.675427225870953, 13.055455003235394, 13.435482780599834, 13.815510557964274]","[0.6931471805599453, 1.791759469228055, 2.6390573296152584, 3.6375861597263857, 4.543294782270004, 5.501258210544727, 6.352629396319567, 7.214504414151143, 8.073714641109857, 8.898228985601227, 9.696155832738006, 10.468261443129174, 11.217896469855393, 11.939049043186937, 12.625703609111238, 13.257107534332844, 13.735571928207778, 13.889029571001334, 13.981486754222091, 14.039962053546338, 14.078350862952648, 14.103323621836305, 14.120347638211873, 14.131895240987378, 14.139699086380698, 14.144945231787402, 14.148688803921605, 14.151075954959268, 14.152819587233985, 14.153942302067538]"
Goniopora lobata,1032,121052.487,2.233920132,2.11887903,0.144116,4978046.146,0.02431726896,3265314,177.47004,164.77436,170.23319,"[1.8031782561352545, 2.2173966113707384, 2.631614966606221, 3.045833321841705, 3.460051677077188, 3.8742700323126718, 4.288488387548155, 4.702706742783639, 5.116925098019122, 5.5311434532546055, 5.945361808490089, 6.359580163725572, 6.773798518961056, 7.188016874196539, 7.602235229432023, 8.016453584667506, 8.43067193990299, 8.844890295138473, 9.259108650373957, 9.67332700560944, 10.087545360844922, 10.501763716080408, 10.91598207131589, 11.330200426551373, 11.744418781786857, 12.15863713702234, 12.572855492257823, 12.987073847493308, 13.401292202728792, 13.815510557964274]","[0.0, 0.6931471805599453, 2.1972245773362196, 3.044522437723423, 4.276666119016055, 5.327876168789581, 6.373319789577012, 7.348587530927593, 8.268731832117737, 9.14782646658694, 10.004915345166241, 10.845718898410636, 11.667713084765294, 12.46728239765084, 13.22645308592871, 13.930345251528484, 14.550653923413071, 14.72456074020959, 14.826949638366962, 14.888899735018953, 14.92743221606206, 14.952178779127875, 14.968185436312986, 14.978685742472889, 14.985637912489064, 14.990164020375753, 14.993082198457062, 14.995050393489473, 14.996327216230377, 14.997203090165442]"
Heliofungia actiniformis,2490,18927.99225,2.396686231,2.282340135,0.323462,118869.7258,0.1592330774,124963,57.513618,58.377622,35.40415,"[3.340926234075082, 3.702118796967812, 4.063311359860544, 4.424503922753274, 4.785696485646005, 5.1468890485387355, 5.508081611431466, 5.869274174324197, 6.230466737216927, 6.591659300109658, 6.9528518630023886, 7.31404442589512, 7.675236988787851, 8.03642955168058, 8.397622114573313, 8.758814677466043, 9.120007240358774, 9.481199803251503, 9.842392366144233, 10.203584929036966, 10.564777491929696, 10.925970054822427, 11.287162617715158, 11.648355180607888, 12.009547743500619, 12.37074030639335, 12.73193286928608, 13.09312543217881, 13.454317995071543, 13.815510557964274]","[1.0986122886681098, 1.6094379124341003, 2.70805020110221, 3.367295829986474, 4.477336814478207, 5.41610040220442, 6.410174881966167, 7.315883504509785, 8.21554741194707, 9.053335623166017, 9.824823061352445, 10.497587579494839, 11.023991787620336, 11.374536579520827, 11.577045148407535, 11.674695614202017, 11.714019707087466, 11.72828681334238, 11.732992288006441, 11.734515810684883, 11.734948388615734, 11.735196635871276, 11.735388784979573, 11.73544482151541, 11.735532872585088, 11.73554888103755, 11.73558890104756, 11.735620915902457, 11.735636922945556, 11.735628919456033]"
Herpolitha limax,2485,21777.76058,2.184827705,2.220126455,0.143179,232420.4865,0.09369983216,1058879,126.02667,63.10473,29.224698,"[3.5327411052958744, 3.88731936228444, 4.241897619273005, 4.596475876261571, 4.951054133250136, 5.305632390238702, 5.6602106472272675, 6.014788904215832, 6.369367161204398, 6.723945418192963, 7.078523675181529, 7.433101932170094, 7.78768018915866, 8.142258446147226, 8.496836703135791, 8.851414960124355, 9.20599321711292, 9.560571474101488, 9.915149731090052, 10.269727988078618, 10.624306245067183, 10.978884502055749, 11.333462759044314, 11.68804101603288, 12.042619273021446, 12.397197530010011, 12.751775786998575, 13.10635404398714, 13.460932300975708, 13.815510557964274]","[2.3978952727983707, 3.258096538021482, 4.189654742026425, 4.997212273764115, 5.857933154483459, 6.650279048587422, 7.458186157340487, 8.226038429485484, 8.99949587624899, 9.763650607348328, 10.518348814697529, 11.243829593994127, 11.93814091142583, 12.587340684912489, 13.177924850145663, 13.520584981229932, 13.641611829351403, 13.71592334467829, 13.765758181016569, 13.7960789818201, 13.820956700769324, 13.83681499815119, 13.847119684039102, 13.855029303624532, 13.860150215925142, 13.863874917205939, 13.866559122407894, 13.868363884868076, 13.869663459774394, 13.87059042423123]"
Hydnophora exesa,1579,6098.406475,2.124862106,2.237494364,0.1423394587,111339.0285,0.05477330419,254043,44.707991,86.258659,28.87085,"[3.5172604997251202, 3.872372570698884, 4.227484641672648, 4.582596712646412, 4.937708783620176, 5.2928208545939395, 5.647932925567703, 6.003044996541467, 6.358157067515231, 6.713269138488996, 7.06838120946276, 7.4234932804365235, 7.778605351410286, 8.13371742238405, 8.488829493357814, 8.843941564331578, 9.199053635305342, 9.554165706279106, 9.90927777725287, 10.264389848226633, 10.619501919200399, 10.974613990174163, 11.329726061147927, 11.68483813212169, 12.039950203095453, 12.395062274069216, 12.750174345042982, 13.105286416016746, 13.46039848699051, 13.815510557964274]","[1.0986122886681098, 2.302585092994046, 3.1354942159291497, 3.9318256327243257, 4.820281565605037, 5.7430031878094825, 6.618738983517219, 7.471363088187097, 8.273846932784508, 9.050288983827956, 9.796403329926454, 10.521048746139478, 11.228770498294605, 11.910559993963204, 12.567164321332942, 13.167166556482018, 13.695864037097339, 13.85746503098861, 13.956524759413908, 14.0198577595152, 14.062350323189499, 14.093860218611583, 14.110848251226932, 14.124619672929265, 14.134180992873574, 14.140882123773512, 14.145537065435425, 14.148842153645983, 14.151045927290914, 14.152636152529265]"
Hydonphora exesa,1027,193888.0625,2.206647797,2.305786526,0.6980512063,6027518.649,0.03216714435,131965,142.740002,204.241013,206.75209,"[1.729410725153192, 2.1461727883535744, 2.5629348515539565, 2.979696914754338, 3.3964589779547203, 3.8132210411551024, 4.229983104355485, 4.646745167555867, 5.063507230756249, 5.480269293956631, 5.897031357157013, 6.3137934203573955, 6.730555483557778, 7.14731754675816, 7.564079609958542, 7.980841673158924, 8.397603736359306, 8.814365799559688, 9.23112786276007, 9.647889925960452, 10.064651989160835, 10.481414052361217, 10.898176115561599, 11.314938178761981, 11.731700241962363, 12.148462305162745, 12.565224368363127, 12.98198643156351, 13.398748494763892, 13.815510557964274]","[0.0, 1.6094379124341003, 2.4849066497880004, 3.6888794541139363, 4.74493212836325, 5.8377304471659395, 6.873163834212518, 7.898411092811599, 8.869960510523953, 9.813508138916603, 10.71809987037725, 11.595969817044576, 12.447633551367645, 13.263918493690431, 14.02785278443262, 14.707088427043024, 15.17948926678407, 15.327105405547295, 15.4121225690525, 15.464434725215424, 15.497501663080083, 15.518642617852805, 15.5325022989859, 15.541442141848535, 15.547308924781532, 15.551089899380404, 15.553629418613621, 15.555318797114307, 15.556404185293594, 15.557146925055664]"
Leptoria phrygia,1556,11496.52987,2.100958563,2.1311665,0.056855,156792.1247,0.07332338845,3107195,57.77444,64.178309,42.286353,"[3.1632908690977355, 3.5306087894034786, 3.8979267097092207, 4.265244630014964, 4.632562550320706, 4.999880470626449, 5.367198390932192, 5.734516311237935, 6.101834231543678, 6.4691521518494195, 6.836470072155163, 7.203787992460906, 7.571105912766648, 7.938423833072391, 8.305741753378134, 8.673059673683877, 9.04037759398962, 9.407695514295362, 9.775013434601105, 10.142331354906847, 10.50964927521259, 10.876967195518333, 11.244285115824075, 11.61160303612982, 11.97892095643556, 12.346238876741305, 12.713556797047046, 13.080874717352788, 13.448192637658533, 13.815510557964274]","[1.3862943611198906, 2.302585092994046, 2.8903717578961645, 3.7612001156935624, 4.564348191467836, 5.41610040220442, 6.2422232654551655, 7.051855622955894, 7.851271997109883, 8.628376720376853, 9.41041998369184, 10.170877627969897, 10.923867992934664, 11.664951031199418, 12.381541610186902, 13.068825460472238, 13.714743918724082, 14.298912773910319, 14.600139690916787, 14.721118026455823, 14.797265007849349, 14.84633460642859, 14.878977763471129, 14.901123722929857, 14.916221642618433, 14.926436060245694, 14.933506104959937, 14.938430019096595, 14.941754550493604, 14.944144324994344]"
Leptoseris gardineri,1538,15574.70003,2.043636764,2.045460732,0.113726,936995.3254,0.01662196129,1087346,98.99151,101.81462,92.96711,"[2.3755095042938605, 2.7699922992480124, 3.1644750942021647, 3.558957889156317, 3.953440684110469, 4.347923479064621, 4.742406274018774, 5.136889068972925, 5.5313718639270775, 5.92585465888123, 6.320337453835381, 6.714820248789534, 7.109303043743687, 7.503785838697839, 7.89826863365199, 8.292751428606143, 8.687234223560294, 9.081717018514446, 9.476199813468599, 9.87068260842275, 10.265165403376903, 10.659648198331055, 11.054130993285208, 11.44861378823936, 11.843096583193512, 12.237579378147664, 12.632062173101817, 13.026544968055969, 13.421027763010121, 13.815510557964274]","[0.0, 0.0, 2.0794415416798357, 2.995732273553991, 3.784189633918261, 4.454347296253507, 5.153291594497779, 5.978885764901122, 6.841615476477592, 7.704361167910313, 8.561018670956267, 9.407468436087111, 10.231675569569644, 11.041464774726492, 11.822686982564889, 12.559135072178623, 13.221895541169117, 13.56281331689545, 13.687257780334118, 13.761287713474221, 13.808289549120932, 13.838790465839999, 13.858837253101415, 13.872260388345369, 13.881070744523948, 13.887088618302442, 13.89113923040983, 13.893767055930041, 13.895575111553033, 13.896826915739522]"
Lobophyllia pachysepta,1519,19863.25684,2.26299479,2.16260765,0.086611,304729.2065,0.06518330509,2289417,69.01974,91.72119,48.13612,"[3.0337224481305145, 3.405508245021334, 3.777294041912153, 4.149079838802972, 4.5208656356937915, 4.8926514325846115, 5.264437229475431, 5.63622302636625, 6.008008823257069, 6.379794620147888, 6.751580417038707, 7.123366213929526, 7.4951520108203455, 7.866937807711165, 8.238723604601985, 8.610509401492804, 8.982295198383623, 9.354080995274442, 9.725866792165261, 10.097652589056082, 10.469438385946901, 10.841224182837719, 11.213009979728538, 11.584795776619357, 11.956581573510178, 12.328367370400997, 12.700153167291814, 13.071938964182635, 13.443724761073453, 13.815510557964274]","[0.6931471805599453, 1.3862943611198906, 2.772588722239781, 3.4965075614664802, 4.418840607796598, 5.356586274672012, 6.285998094508865, 7.1276936993473985, 7.959625305098115, 8.785845337961213, 9.596214830319344, 10.408858325619155, 11.203638341832722, 11.980563799109678, 12.71949489514343, 13.398581994807703, 14.006672093424903, 14.314964973909348, 14.432082263048098, 14.503253662774839, 14.548966321271202, 14.579174914335487, 14.599671428895098, 14.613559048763374, 14.623038102765873, 14.629541738993337, 14.633982486066559, 14.6370927290251, 14.639147259344204, 14.640620213540908]"
Merulina ampliata,1568,21801.15183,2.107775222,2.254050833,0.095161,432090.2759,0.05045508554,1904523,60.43391,107.33251,66.61354,"[2.8062049077397115, 3.1858361370578, 3.5654673663758882, 3.9450985956939766, 4.324729825012065, 4.704361054330153, 5.083992283648241, 5.46362351296633, 5.843254742284419, 6.222885971602507, 6.6025172009205955, 6.982148430238683, 7.361779659556771, 7.74141088887486, 8.121042118192948, 8.500673347511038, 8.880304576829126, 9.259935806147213, 9.639567035465303, 10.019198264783391, 10.398829494101479, 10.778460723419567, 11.158091952737657, 11.537723182055744, 11.917354411373832, 12.296985640691922, 12.676616870010008, 13.056248099328098, 13.435879328646186, 13.815510557964274]","[1.6094379124341003, 1.9459101490553132, 3.091042453358316, 3.6888794541139363, 4.454347296253507, 5.293304824724492, 6.163314804034641, 7.057036981697891, 7.914617709040679, 8.726805608446096, 9.525734882994499, 10.322428124045716, 11.109578112833065, 11.87797127524272, 12.612154230244247, 13.290677283543674, 13.898397524587983, 14.149444576032481, 14.25917213691989, 14.327392423710254, 14.370896268868563, 14.399924876225535, 14.419102765699389, 14.432175642675483, 14.440997550049218, 14.446973805836086, 14.45102703670327, 14.453826614443361, 14.455668269603514, 14.456952780467438]"
Merulina scabricula,1086,12859.18335,2.223695236,2.23859077,0.081056,164006.1447,0.07840671684,2085789,49.15797,81.3525,41.01052,"[3.193926659824371, 3.560188173553333, 3.9264496872822954, 4.292711201011258, 4.658972714740219, 5.0252342284691816, 5.391495742198144, 5.757757255927106, 6.124018769656068, 6.49028028338503, 6.856541797113993, 7.222803310842955, 7.589064824571917, 7.955326338300879, 8.321587852029841, 8.687849365758803, 9.054110879487766, 9.420372393216727, 9.78663390694569, 10.152895420674652, 10.519156934403613, 10.885418448132576, 11.251679961861539, 11.6179414755905, 11.984202989319462, 12.350464503048425, 12.716726016777386, 13.082987530506347, 13.449249044235312, 13.815510557964274]","[1.3862943611198906, 1.3862943611198906, 2.6390573296152584, 3.4011973816621555, 4.23410650459726, 5.111987788356544, 5.955837369464831, 6.8501261661455, 7.709308333385869, 8.544224530467268, 9.374582815370232, 10.189756126469401, 10.987020043769144, 11.760332268420118, 12.498335460343528, 13.178679436563169, 13.786145596934308, 14.181022044407316, 14.31195405295198, 14.391362958651579, 14.443288472413577, 14.477264589897583, 14.500197047606353, 14.516229004020538, 14.526776596134313, 14.534106650414017, 14.539298479530721, 14.542834502325569, 14.545246144039801, 14.546894794968907]"
Merulina scarbricula,1487,47203.94308,2.171405778,2.258368305,0.129492,905801.1039,0.05211292289,2222825,51.51446,143.95893,122.142016,"[2.965892734023818, 3.340017486573489, 3.7141422391231598, 4.088266991672831, 4.462391744222502, 4.836516496772172, 5.210641249321844, 5.584766001871515, 5.958890754421185, 6.333015506970857, 6.707140259520528, 7.081265012070198, 7.45538976461987, 7.82951451716954, 8.203639269719211, 8.577764022268882, 8.951888774818553, 9.326013527368223, 9.700138279917896, 10.074263032467567, 10.448387785017237, 10.822512537566908, 11.196637290116579, 11.57076204266625, 11.944886795215922, 12.31901154776559, 12.693136300315262, 13.067261052864934, 13.441385805414603, 13.815510557964274]","[2.1972245773362196, 3.044522437723423, 3.6635616461296463, 4.465908118654584, 5.308267697401205, 6.139884552226255, 7.00850518208228, 7.913886714856082, 8.746080217357513, 9.565774546478782, 10.39616957206583, 11.222279003054432, 12.022324071030605, 12.771764224125425, 13.448795379131127, 14.049164283390166, 14.304340234866308, 14.412829424511546, 14.480634222127993, 14.52425053651869, 14.553469045146995, 14.572727243440877, 14.585876153944152, 14.59473772356967, 14.600908242290084, 14.60504733554811, 14.607962656001492, 14.609938242241443, 14.611339770244498, 14.612261161398257]"
